,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2028,39,2.0,3.0,Software Engineer Manager,12.0,160000
2029,27,1.0,2.0,Back end Developer,3.0,80000
2030,49,1.0,4.0,Senior Project Engineer,17.0,195000
2031,32,2.0,3.0,Full Stack Engineer,6.0,115000
2032,36,1.0,2.0,Software Engineer Manager,8.0,135000
2033,27,1.0,2.0,Front end Developer,2.0,65000
2034,43,2.0,4.0,Senior Project Engineer,14.0,190000
2035,34,1.0,3.0,Back end Developer,8.0,140000
2036,46,1.0,4.0,Software Engineer Manager,16.0,185000
2037,33,2.0,2.0,Full Stack Engineer,7.0,130000
2038,30,2.0,3.0,Front end Developer,5.0,105000
2039,50,1.0,4.0,Senior Project Engineer,19.0,200000
2040,30,1.0,2.0,Back end Developer,5.0,100000
2041,42,1.0,3.0,Software Engineer Manager,13.0,170000
2042,33,2.0,2.0,Full Stack Engineer,6.0,115000
2043,45,1.0,4.0,Senior Project Engineer,16.0,185000
2044,29,2.0,2.0,Front end Developer,4.0,90000
2045,39,2.0,3.0,Software Engineer Manager,12.0,160000
2046,27,1.0,2.0,Back end Developer,3.0,80000
2047,49,1.0,4.0,Senior Project Engineer,17.0,195000
2048,32,2.0,3.0,Full Stack Engineer,6.0,115000
2049,36,1.0,2.0,Software Engineer Manager,8.0,135000
2050,27,1.0,2.0,Front end Developer,2.0,65000
2051,43,2.0,4.0,Senior Project Engineer,14.0,190000
2052,34,1.0,3.0,Back end Developer,8.0,140000
2053,46,1.0,4.0,Software Engineer Manager,16.0,185000
2054,33,2.0,2.0,Full Stack Engineer,7.0,130000
2055,30,2.0,3.0,Front end Developer,5.0,105000
2056,50,1.0,4.0,Senior Project Engineer,19.0,200000
2057,30,1.0,2.0,Back end Developer,5.0,100000
2058,42,1.0,3.0,Software Engineer Manager,13.0,170000
2059,33,2.0,2.0,Full Stack Engineer,6.0,115000
2060,45,1.0,4.0,Senior Project Engineer,16.0,185000
2061,29,2.0,2.0,Front end Developer,4.0,90000
2062,39,2.0,3.0,Software Engineer Manager,12.0,160000
2063,27,1.0,2.0,Back end Developer,3.0,80000
2064,49,1.0,4.0,Senior Project Engineer,17.0,195000
2065,32,2.0,3.0,Full Stack Engineer,6.0,115000
2066,36,1.0,2.0,Software Engineer Manager,8.0,135000
2067,27,1.0,2.0,Front end Developer,2.0,65000
2068,43,2.0,4.0,Senior Project Engineer,14.0,190000
2069,34,1.0,3.0,Back end Developer,8.0,140000
2070,46,1.0,4.0,Software Engineer Manager,16.0,185000
2071,33,2.0,2.0,Full Stack Engineer,7.0,130000
2072,30,2.0,3.0,Front end Developer,5.0,105000
2073,50,1.0,4.0,Senior Project Engineer,19.0,200000
2074,30,1.0,2.0,Back end Developer,5.0,100000
2075,42,1.0,3.0,Software Engineer Manager,13.0,170000
2076,33,2.0,2.0,Full Stack Engineer,6.0,115000
2077,45,1.0,4.0,Senior Project Engineer,16.0,185000
2078,29,2.0,2.0,Front end Developer,4.0,90000
2079,39,2.0,3.0,Software Engineer Manager,12.0,160000
2080,27,1.0,2.0,Back end Developer,3.0,80000
2081,49,1.0,4.0,Senior Project Engineer,17.0,195000
2082,32,2.0,3.0,Full Stack Engineer,6.0,115000
2083,36,1.0,2.0,Software Engineer Manager,8.0,135000
2084,27,1.0,2.0,Front end Developer,2.0,65000
2085,43,2.0,4.0,Senior Project Engineer,14.0,190000
2086,34,1.0,3.0,Back end Developer,8.0,140000
2087,46,1.0,4.0,Software Engineer Manager,16.0,185000
2088,33,2.0,2.0,Full Stack Engineer,7.0,130000
2089,30,2.0,3.0,Front end Developer,5.0,105000
2090,50,1.0,4.0,Senior Project Engineer,19.0,200000
2091,30,1.0,2.0,Back end Developer,5.0,100000
2092,42,1.0,3.0,Software Engineer Manager,13.0,170000
2093,33,2.0,2.0,Full Stack Engineer,6.0,115000
2094,45,1.0,4.0,Senior Project Engineer,16.0,185000
2095,29,2.0,2.0,Front end Developer,4.0,90000
2096,39,2.0,3.0,Software Engineer Manager,12.0,160000
2097,27,1.0,2.0,Back end Developer,3.0,80000
2098,49,1.0,4.0,Senior Project Engineer,17.0,195000
2099,32,2.0,3.0,Full Stack Engineer,6.0,115000
2100,36,1.0,2.0,Software Engineer Manager,8.0,135000
2101,27,1.0,2.0,Front end Developer,2.0,65000
2102,43,2.0,4.0,Senior Project Engineer,14.0,190000
2103,34,1.0,3.0,Back end Developer,8.0,140000
2104,46,1.0,4.0,Software Engineer Manager,16.0,185000
2105,33,2.0,2.0,Full Stack Engineer,7.0,130000
2106,30,2.0,3.0,Front end Developer,5.0,105000
2107,50,1.0,4.0,Senior Project Engineer,19.0,200000
2108,30,1.0,2.0,Back end Developer,5.0,100000
2109,42,1.0,3.0,Software Engineer Manager,13.0,170000
2110,33,2.0,2.0,Full Stack Engineer,6.0,115000
2111,45,1.0,4.0,Senior Project Engineer,16.0,185000
2112,29,2.0,2.0,Front end Developer,4.0,90000
2113,39,2.0,3.0,Software Engineer Manager,12.0,160000
2114,27,1.0,2.0,Back end Developer,3.0,80000
2115,49,1.0,4.0,Senior Project Engineer,17.0,195000
2116,32,2.0,3.0,Full Stack Engineer,6.0,115000
2117,36,1.0,2.0,Software Engineer Manager,8.0,135000
2118,27,1.0,2.0,Front end Developer,2.0,65000
2119,43,2.0,4.0,Senior Project Engineer,14.0,190000
2120,34,1.0,3.0,Back end Developer,8.0,140000
2121,46,1.0,4.0,Software Engineer Manager,16.0,185000
2122,33,2.0,2.0,Full Stack Engineer,7.0,130000
2123,30,2.0,3.0,Front end Developer,5.0,105000
2124,50,1.0,4.0,Senior Project Engineer,19.0,200000
2125,30,1.0,2.0,Back end Developer,5.0,100000
2126,42,1.0,3.0,Software Engineer Manager,13.0,170000
2127,33,2.0,2.0,Full Stack Engineer,6.0,115000
2128,45,1.0,4.0,Senior Project Engineer,16.0,185000
2129,29,2.0,2.0,Front end Developer,4.0,90000
2130,31,1.0,3.0,Software Engineer Manager,8.0,130000
2131,27,1.0,2.0,Back end Developer,3.0,80000
2132,43,1.0,4.0,Senior Project Engineer,15.0,180000
2133,35,2.0,3.0,Full Stack Engineer,8.0,140000
2134,42,1.0,2.0,Software Engineer Manager,12.0,160000
2135,28,2.0,2.0,Front end Developer,2.0,55000
2136,44,2.0,4.0,Senior Project Engineer,16.0,190000
2137,32,1.0,3.0,Back end Developer,7.0,120000
2138,48,1.0,4.0,Software Engineer Manager,18.0,200000
2139,30,2.0,2.0,Full Stack Engineer,5.0,100000
2140,34,1.0,3.0,Front end Developer,9.0,150000
2141,37,2.0,2.0,Software Engineer Manager,11.0,170000
2142,26,1.0,2.0,Back end Developer,2.0,65000
2143,49,2.0,4.0,Senior Project Engineer,19.0,210000
2144,29,1.0,2.0,Full Stack Engineer,4.0,90000
2145,41,1.0,3.0,Software Engineer Manager,14.0,180000
2146,31,2.0,2.0,Front end Developer,6.0,110000
2147,37,1.0,3.0,Software Engineer Manager,10.0,150000
2148,27,1.0,2.0,Back end Developer,3.0,80000
2149,50,1.0,4.0,Senior Project Engineer,18.0,195000
2150,32,2.0,3.0,Full Stack Engineer,6.0,115000
2151,36,1.0,2.0,Software Engineer Manager,8.0,135000
2152,27,1.0,2.0,Front end Developer,2.0,65000
2153,43,2.0,4.0,Senior Project Engineer,14.0,190000
2154,34,1.0,3.0,Back end Developer,8.0,140000
2155,46,1.0,4.0,Software Engineer Manager,16.0,185000
2156,33,2.0,2.0,Full Stack Engineer,7.0,130000
2157,30,2.0,3.0,Front end Developer,5.0,105000
2158,50,1.0,4.0,Senior Project Engineer,19.0,200000
2159,30,1.0,2.0,Back end Developer,5.0,100000
2160,42,1.0,3.0,Software Engineer Manager,13.0,170000
2161,33,2.0,2.0,Full Stack Engineer,6.0,115000
2162,45,1.0,4.0,Senior Project Engineer,16.0,185000
2163,29,2.0,2.0,Front end Developer,4.0,90000
2164,39,2.0,3.0,Software Engineer Manager,12.0,160000
2165,27,1.0,2.0,Back end Developer,3.0,80000
2166,49,1.0,4.0,Senior Project Engineer,17.0,195000
2167,32,2.0,3.0,Full Stack Engineer,6.0,115000
2168,36,1.0,2.0,Software Engineer Manager,8.0,135000
2169,27,1.0,2.0,Front end Developer,2.0,65000
2170,43,2.0,4.0,Senior Project Engineer,14.0,190000
2171,34,1.0,3.0,Back end Developer,8.0,140000
2172,46,1.0,4.0,Software Engineer Manager,16.0,185000
2173,33,2.0,2.0,Full Stack Engineer,7.0,130000
2174,30,2.0,3.0,Front end Developer,5.0,105000
2175,50,1.0,4.0,Senior Project Engineer,19.0,200000
2176,30,1.0,2.0,Back end Developer,5.0,100000
2177,42,1.0,3.0,Software Engineer Manager,13.0,170000
2178,33,2.0,2.0,Full Stack Engineer,6.0,115000
2179,45,1.0,4.0,Senior Project Engineer,16.0,185000
2180,29,2.0,2.0,Front end Developer,4.0,90000
2181,39,2.0,3.0,Software Engineer Manager,12.0,160000
2182,27,1.0,2.0,Back end Developer,3.0,80000
2183,49,1.0,4.0,Senior Project Engineer,17.0,195000
2184,32,2.0,3.0,Full Stack Engineer,6.0,115000
2185,36,1.0,2.0,Software Engineer Manager,8.0,135000
2186,27,1.0,2.0,Front end Developer,2.0,65000
2187,43,2.0,4.0,Senior Project Engineer,14.0,190000
2188,34,1.0,3.0,Back end Developer,8.0,140000
2189,46,2.0,4.0,Senior Project Engineer,16.0,185000
2190,33,1.0,2.0,Full Stack Engineer,7.0,130000
2191,30,1.0,3.0,Front end Developer,5.0,105000
2192,50,1.0,4.0,Software Engineer Manager,20.0,210000
2193,31,1.0,2.0,Back end Developer,6.0,95000
2194,39,2.0,3.0,Software Engineer Manager,11.0,170000
2195,27,1.0,2.0,Front end Developer,2.0,65000
2196,44,2.0,4.0,Senior Project Engineer,16.0,190000
2197,32,1.0,3.0,Back end Developer,7.0,120000
2198,48,1.0,4.0,Software Engineer Manager,19.0,200000
2199,30,2.0,2.0,Full Stack Engineer,5.0,100000
2200,34,1.0,3.0,Front end Developer,9.0,150000
2201,37,2.0,2.0,Software Engineer Manager,11.0,170000
2202,26,1.0,2.0,Back end Developer,2.0,65000
2203,49,2.0,4.0,Senior Project Engineer,19.0,210000
2204,29,1.0,2.0,Full Stack Engineer,4.0,90000
2205,41,1.0,3.0,Software Engineer Manager,14.0,180000
2206,31,2.0,2.0,Front end Developer,6.0,110000
2207,37,1.0,3.0,Software Engineer Manager,10.0,150000
2208,27,1.0,2.0,Back end Developer,3.0,80000
2209,50,1.0,4.0,Senior Project Engineer,18.0,195000
2210,32,2.0,3.0,Full Stack Engineer,6.0,115000
2211,36,1.0,2.0,Software Engineer Manager,8.0,135000
2212,27,1.0,2.0,Front end Developer,2.0,65000
2213,43,2.0,4.0,Senior Project Engineer,14.0,190000
2214,34,1.0,3.0,Back end Developer,8.0,140000
2215,46,1.0,4.0,Software Engineer Manager,16.0,185000
2216,33,2.0,2.0,Full Stack Engineer,7.0,130000
2217,30,2.0,3.0,Front end Developer,5.0,105000
2218,50,1.0,4.0,Senior Project Engineer,19.0,200000
2219,30,1.0,2.0,Back end Developer,5.0,100000
2220,42,1.0,3.0,Software Engineer Manager,13.0,170000
2221,33,2.0,2.0,Full Stack Engineer,6.0,115000
2222,45,1.0,4.0,Senior Project Engineer,16.0,185000
2223,29,2.0,2.0,Front end Developer,4.0,90000
2224,39,2.0,3.0,Software Engineer Manager,12.0,160000
2225,27,1.0,2.0,Back end Developer,3.0,80000
2226,49,1.0,4.0,Senior Project Engineer,17.0,195000
2227,32,2.0,3.0,Full Stack Engineer,6.0,115000
2228,36,1.0,2.0,Software Engineer Manager,8.0,135000
2229,27,1.0,2.0,Front end Developer,2.0,65000
2230,43,2.0,4.0,Senior Project Engineer,14.0,190000
2231,34,1.0,3.0,Back end Developer,8.0,140000
2232,46,1.0,4.0,Software Engineer Manager,16.0,185000
2233,33,2.0,2.0,Full Stack Engineer,7.0,130000
2234,30,2.0,3.0,Front end Developer,5.0,105000
2235,50,1.0,4.0,Senior Project Engineer,19.0,200000
2236,30,1.0,2.0,Back end Developer,5.0,100000
2237,42,1.0,3.0,Software Engineer Manager,13.0,170000
2238,33,2.0,2.0,Full Stack Engineer,6.0,115000
2239,45,1.0,4.0,Senior Project Engineer,16.0,185000
2240,29,2.0,2.0,Front end Developer,4.0,90000
2241,39,2.0,3.0,Software Engineer Manager,12.0,160000
2242,27,1.0,2.0,Back end Developer,3.0,80000
2243,49,1.0,4.0,Senior Project Engineer,17.0,195000
2244,32,2.0,3.0,Full Stack Engineer,6.0,115000
2245,36,1.0,2.0,Software Engineer Manager,8.0,135000
2246,27,1.0,2.0,Front end Developer,2.0,65000
2247,43,2.0,4.0,Senior Project Engineer,14.0,190000
2248,34,1.0,3.0,Back end Developer,8.0,140000
2249,28,1.0,2.0,Software Engineer,4.0,75000
2250,33,2.0,3.0,Data Analyst,7.0,95000
2251,22,1.0,2.0,Front End Developer,1.0,50000
2252,44,1.0,4.0,Senior Data Scientist,15.0,180000
2253,29,2.0,2.0,Software Developer,3.0,65000
2254,31,1.0,3.0,Product Manager,6.0,120000
2255,25,2.0,3.0,Software Engineer,2.0,60000
2256,38,1.0,2.0,Data Scientist,10.0,150000
2257,27,1.0,2.0,Software Engineer,3.0,70000
2258,46,2.0,4.0,Director of Data Science,20.0,220000
2259,33,1.0,3.0,Data Analyst,8.0,100000
2260,24,2.0,2.0,Software Developer,2.0,55000
2261,36,1.0,4.0,Senior Data Scientist,12.0,170000
2262,30,2.0,2.0,Software Engineer,5.0,90000
2263,29,1.0,2.0,Front End Developer,4.0,80000
2264,42,1.0,3.0,Product Manager,14.0,180000
2265,26,1.0,2.0,Software Developer,2.0,60000
2266,35,2.0,3.0,Data Analyst,9.0,120000
2267,27,2.0,2.0,Software Engineer,3.0,70000
2268,48,1.0,4.0,Director of Data Science,18.0,210000
2269,34,1.0,3.0,Data Scientist,9.0,140000
2270,23,2.0,2.0,Software Engineer,1.0,50000
2271,32,1.0,3.0,Product Manager,7.0,110000
2272,25,2.0,3.0,Software Engineer,2.0,60000
2273,37,1.0,2.0,Data Analyst,11.0,160000
2274,28,1.0,2.0,Software Engineer,4.0,75000
2275,41,2.0,4.0,Director of Data Science,16.0,200000
2276,34,1.0,3.0,Data Analyst,8.0,100000
2277,24,2.0,2.0,Software Developer,2.0,55000
2278,36,1.0,4.0,Senior Data Scientist,12.0,170000
2279,30,2.0,2.0,Software Engineer,5.0,90000
2280,29,1.0,2.0,Front End Developer,4.0,80000
2281,42,1.0,3.0,Product Manager,14.0,180000
2282,26,1.0,2.0,Software Developer,2.0,60000
2283,35,2.0,3.0,Data Analyst,9.0,120000
2284,27,2.0,2.0,Software Engineer,3.0,70000
2285,48,1.0,4.0,Director of Data Science,18.0,210000
2286,34,1.0,3.0,Data Scientist,9.0,140000
2287,23,2.0,2.0,Software Engineer,1.0,50000
2288,32,1.0,3.0,Product Manager,7.0,110000
2289,25,2.0,3.0,Software Engineer,2.0,60000
2290,37,1.0,2.0,Data Analyst,11.0,160000
2291,28,1.0,2.0,Software Engineer,4.0,75000
2292,41,2.0,4.0,Director of Data Science,16.0,200000
2293,34,1.0,3.0,Data Analyst,8.0,100000
2294,24,2.0,2.0,Software Developer,2.0,55000
2295,36,1.0,4.0,Senior Data Scientist,12.0,170000
2296,30,2.0,2.0,Software Engineer,5.0,90000
2297,29,1.0,2.0,Front End Developer,4.0,80000
2298,42,1.0,3.0,Product Manager,14.0,180000
2299,26,1.0,2.0,Software Developer,2.0,60000
2300,35,2.0,3.0,Data Analyst,9.0,120000
2301,27,2.0,2.0,Software Engineer,3.0,70000
2302,48,1.0,4.0,Director of Data Science,18.0,210000
2303,34,1.0,3.0,Data Scientist,9.0,140000
2304,23,2.0,2.0,Software Engineer,1.0,50000
2305,32,1.0,3.0,Product Manager,7.0,110000
2306,25,2.0,3.0,Software Engineer,2.0,60000
2307,37,1.0,2.0,Data Analyst,11.0,160000
2308,28,1.0,2.0,Software Engineer,4.0,75000
2309,41,2.0,4.0,Director of Data Science,16.0,200000
2310,34,1.0,3.0,Data Analyst,8.0,100000
2311,24,2.0,2.0,Software Developer,2.0,55000
2312,36,1.0,4.0,Senior Data Scientist,12.0,170000
2313,30,2.0,2.0,Software Engineer,5.0,90000
2314,29,1.0,2.0,Front End Developer,4.0,80000
2315,42,1.0,3.0,Product Manager,14.0,180000
2316,26,1.0,2.0,Software Developer,2.0,60000
2317,35,2.0,3.0,Data Analyst,9.0,120000
2318,27,2.0,2.0,Software Engineer,3.0,70000
2319,48,1.0,4.0,Director of Data Science,18.0,210000
2320,34,1.0,3.0,Data Scientist,9.0,140000
2321,23,2.0,2.0,Software Engineer,1.0,50000
2322,32,1.0,3.0,Product Manager,7.0,110000
2323,25,2.0,3.0,Software Engineer,2.0,60000
2324,37,1.0,2.0,Data Analyst,11.0,160000
2325,28,1.0,2.0,Software Engineer,4.0,75000
2326,41,2.0,4.0,Director of Data Science,16.0,200000
2327,34,1.0,3.0,Data Analyst,8.0,100000
2328,24,2.0,2.0,Software Developer,2.0,55000
2329,36,1.0,4.0,Senior Data Scientist,12.0,170000
2330,30,2.0,2.0,Software Engineer,5.0,90000
2331,29,1.0,2.0,Front End Developer,4.0,80000
2332,42,1.0,3.0,Product Manager,14.0,180000
2333,26,1.0,2.0,Software Developer,2.0,60000
2334,35,2.0,3.0,Data Analyst,9.0,120000
2335,27,2.0,2.0,Software Engineer,3.0,70000
2336,48,1.0,4.0,Director of Data Science,18.0,210000
2337,34,1.0,3.0,Data Scientist,9.0,140000
2338,23,2.0,2.0,Software Engineer,1.0,50000
2339,32,1.0,3.0,Product Manager,7.0,110000
2340,25,2.0,3.0,Software Engineer,2.0,60000
2341,37,1.0,2.0,Data Analyst,11.0,160000
2342,28,1.0,2.0,Software Engineer,4.0,75000
2343,41,2.0,4.0,Director of Data Science,16.0,200000
2344,34,1.0,3.0,Data Analyst,8.0,100000
2345,24,2.0,2.0,Software Developer,2.0,55000
2346,36,1.0,4.0,Senior Data Scientist,12.0,170000
2347,30,2.0,2.0,Software Engineer,5.0,90000
2348,29,1.0,2.0,Front End Developer,4.0,80000
2349,42,1.0,3.0,Product Manager,14.0,180000
2350,26,1.0,2.0,Software Developer,2.0,60000
2351,35,2.0,3.0,Data Analyst,9.0,120000
2352,27,2.0,2.0,Software Engineer,3.0,70000
2353,48,1.0,4.0,Director of Data Science,18.0,210000
2354,34,1.0,3.0,Data Scientist,9.0,140000
2355,23,2.0,2.0,Software Engineer,1.0,50000
2356,32,1.0,3.0,Product Manager,7.0,110000
2357,25,2.0,3.0,Software Engineer,2.0,60000
2358,37,1.0,2.0,Data Analyst,11.0,160000
2359,28,1.0,2.0,Software Engineer,4.0,75000
2360,41,2.0,4.0,Director of Data Science,16.0,200000
2361,34,1.0,3.0,Data Analyst,8.0,100000
2362,24,2.0,2.0,Software Developer,2.0,55000
2363,36,1.0,4.0,Senior Data Scientist,12.0,170000
2364,30,2.0,2.0,Software Engineer,5.0,90000
2365,29,1.0,2.0,Front End Developer,4.0,80000
2366,42,1.0,3.0,Product Manager,14.0,180000
2367,26,1.0,2.0,Software Developer,2.0,60000
2368,35,2.0,3.0,Data Analyst,9.0,120000
2369,27,2.0,2.0,Software Engineer,3.0,70000
2370,48,1.0,4.0,Director of Data Science,18.0,210000
2371,34,1.0,3.0,Data Scientist,9.0,140000
2372,23,2.0,2.0,Software Engineer,1.0,50000
2373,34,2.0,2.0,Full Stack Engineer,8.0,122485
2374,25,1.0,4.0,Software Engineer Manager,12.0,169159
2375,43,1.0,3.0,Senior Software Engineer,21.0,187081
2377,27,2.0,3.0,Front end Developer,5.0,78354
2378,25,1.0,2.0,Back end Developer,2.0,90249
2379,29,2.0,3.0,Senior Software Engineer,6.0,132720
2380,52,1.0,4.0,Software Engineer Manager,23.0,161568
2381,41,1.0,3.0,Front end Developer,13.0,127346
2382,49,2.0,2.0,Back end Developer,19.0,120177
2384,35,1.0,3.0,Senior Project Engineer,8.0,101332
2385,57,2.0,4.0,Full Stack Engineer,30.0,121450
2386,35,2.0,2.0,Senior Project Engineer,12.0,166375
2387,43,1.0,3.0,Senior Software Engineer,21.0,185119
2388,37,2.0,2.0,Full Stack Engineer,10.0,149217
2389,50,1.0,3.0,Software Engineer Manager,21.0,166512
2390,52,2.0,3.0,Senior Software Engineer,28.0,186963
2391,26,1.0,2.0,Back end Developer,3.0,75072
2392,34,2.0,3.0,Full Stack Engineer,10.0,163398
2393,30,1.0,1.0,Senior Project Engineer,11.0,103947
2394,60,2.0,4.0,Software Engineer Manager,33.0,179180
2395,50,1.0,2.0,Back end Developer,23.0,175966
2396,58,1.0,3.0,Senior Software Engineer,27.0,190004
2397,35,2.0,3.0,Full Stack Engineer,10.0,152039
2398,28,1.0,3.0,Front end Developer,5.0,76742
2399,57,2.0,4.0,Software Engineer Manager,33.0,191790
2400,46,2.0,2.0,Senior Software Engineer,20.0,139398
2401,28,1.0,1.0,Back end Developer,7.0,95845
2402,34,1.0,3.0,Full Stack Engineer,12.0,160976
2403,33,2.0,3.0,Senior Project Engineer,9.0,126753
2405,33,1.0,3.0,Senior Software Engineer,8.0,139817
2406,53,1.0,4.0,Software Engineer Manager,25.0,181714
2407,35,2.0,2.0,Back end Developer,10.0,114776
2408,30,1.0,3.0,Full Stack Engineer,6.0,105725
2409,24,2.0,1.0,Senior Project Engineer,1.0,52731
2410,36,1.0,3.0,Front end Developer,8.0,106492
2411,27,2.0,2.0,Full Stack Engineer,4.0,73895
2412,23,1.0,4.0,Software Engineer Manager,1.0,119836
2413,28,2.0,3.0,Senior Software Engineer,5.0,99747
2414,52,1.0,2.0,Back end Developer,25.0,168287
2415,28,2.0,3.0,Full Stack Engineer,7.0,115920
2416,32,1.0,3.0,Senior Project Engineer,11.0,128078
2417,24,2.0,2.0,Front end Developer,1.0,51265
2418,43,1.0,1.0,Senior Software Engineer,22.0,165919
2419,60,2.0,4.0,Software Engineer Manager,34.0,188651
2420,24,1.0,3.0,Back end Developer,0.0,55538
2421,55,1.0,2.0,Senior Project Engineer,28.0,193964
2422,29,2.0,3.0,Full Stack Engineer,4.0,104702
2423,44,1.0,4.0,Software Engineer Manager,19.0,172955
2424,40,2.0,3.0,Senior Software Engineer,16.0,138032
2425,27,1.0,2.0,Back end Developer,4.0,82683
2426,43,1.0,3.0,Full Stack Engineer,17.0,155414
2427,49,2.0,1.0,Senior Project Engineer,25.0,154207
2428,30,1.0,3.0,Front end Developer,8.0,107895
2429,42,2.0,2.0,Senior Software Engineer,18.0,148446
2430,26,1.0,3.0,Full Stack Engineer,4.0,102859
2431,41,2.0,4.0,Software Engineer Manager,13.0,138662
2432,46,1.0,2.0,Senior Project Engineer,23.0,181699
2433,57,2.0,3.0,Full Stack Engineer,33.0,188232
2434,22,2.0,1.0,Back end Developer,0.0,51832
2435,54,1.0,4.0,Software Engineer Manager,28.0,188484
2436,42,2.0,3.0,Senior Software Engineer,16.0,138286
2437,49,1.0,2.0,Full Stack Engineer,22.0,181132
2438,27,2.0,3.0,Back end Developer,4.0,73938
2439,36,1.0,2.0,Senior Project Engineer,14.0,119224
2440,31,2.0,3.0,Full Stack Engineer,6.0,101186
2441,39,1.0,3.0,Software Engineer Manager,14.0,142360
2442,41,2.0,2.0,Senior Project Engineer,20.0,151315
2443,48,1.0,4.0,Full Stack Engineer,23.0,181021
2444,39,2.0,3.0,Senior Software Engineer,15.0,134641
2445,48,1.0,2.0,Front end Developer,23.0,173851
2447,47,1.0,3.0,Senior Project Engineer,25.0,178859
2448,29,2.0,4.0,Full Stack Engineer,5.0,98568
2449,32,1.0,2.0,Software Engineer Manager,9.0,104661
2450,38,2.0,3.0,Senior Software Engineer,13.0,134858
2451,34,1.0,2.0,Back end Developer,10.0,94502
2453,34,2.0,2.0,Full Stack Engineer,8.0,122485
2454,25,1.0,4.0,Software Engineer Manager,12.0,169159
2455,43,1.0,3.0,Senior Software Engineer,21.0,187081
2457,27,2.0,3.0,Front end Developer,5.0,78354
2458,25,1.0,2.0,Back end Developer,2.0,90249
2459,29,2.0,3.0,Senior Software Engineer,6.0,132720
2460,52,1.0,4.0,Software Engineer Manager,23.0,161568
2461,41,1.0,3.0,Front end Developer,13.0,127346
2462,49,2.0,2.0,Back end Developer,19.0,120177
2464,35,1.0,3.0,Senior Project Engineer,8.0,101332
2465,57,2.0,4.0,Full Stack Engineer,30.0,121450
2466,35,2.0,2.0,Senior Project Engineer,12.0,166375
2467,43,1.0,3.0,Senior Software Engineer,21.0,185119
2468,37,2.0,2.0,Full Stack Engineer,10.0,149217
2469,50,1.0,3.0,Software Engineer Manager,21.0,166512
2470,52,2.0,3.0,Senior Software Engineer,28.0,186963
2471,26,1.0,2.0,Back end Developer,3.0,75072
2472,34,2.0,3.0,Full Stack Engineer,10.0,163398
